Index,Origin,Dest
474751,MEM,MGM
721128,MKE,EWR
1024793,MSN,MSP
837852,DEN,LIH
356919,STL,ATL
480870,ATL,DFW
52179,BNA,HOU
974120,HOU,DFW
535012,SCC,BRW
894820,TPA,SLC
408573,ORD,DSM
67826,TPA,MDW
215729,LAX,SGU
951652,ATL,FLL
498225,LAS,MIA
690013,OAK,ABQ
76218,MSY,BNA
410087,BNA,ORD
471348,MEM,MOB
952962,PHF,FLL
989620,GRR,ORD
842243,DEN,TUL
216676,PIH,SLC
486786,MIA,DCA
1042784,TYS,MSP
395566,DFW,ICT
802588,ABQ,LAX
625908,SAN,OAK
610005,DAL,AUS
792445,LAX,YUM
1014149,ABQ,MSP
983528,ORD,IND
770364,SEA,PDX
475102,MOB,MEM
233162,DEN,SEA
196395,CMH,MCI
238750,ORD,LGA
645462,SJC,LAS
613952,JAN,HOU
618691,PHX,BUR
961821,HNL,ITO
810239,SFO,FAT
905241,ATL,MIA
605967,SFO,LAS
422478,LGA,CVG
302144,BWI,JAN
75026,BWI,BNA
815155,DEN,IAD
814838,PDX,SFO
360265,PHF,ATL
856688,BNA,CLT
155161,CLT,LGA
344829,ATL,IND
275278,BOS,LGA
333526,ATL,RDU
492766,MCO,ORD
262319,PHX,HNL
357952,BWI,BOS
117953,EWR,RIC
898252,HSV,ATL
657927,SJC,LAX
868052,CLT,LGA
401965,TUL,ORD
199973,FAT,SFO
939992,RDU,ATL
560605,PHX,JFK
372629,TPA,MKE
125901,RDU,IAH
711441,IAH,JAX
818200,ORD,MCI
1033896,DTW,DLH
299247,HOU,LAS
448218,MSP,MOT
80471,AUS,PHX
387920,CAE,DFW
176186,MSP,SLC
815822,BOS,SFO
725117,IAH,BNA
732894,DSM,PHX
555625,BUR,JFK
850831,LAX,CLT
1008379,DTW,MEM
738010,IAD,HSV
280576,DCA,PHX
1011668,MSP,MEM
134971,BDL,ORD
310141,PHX,SLC
229090,DEN,SLC
286821,CLT,DEN
903567,SNA,SLC
277794,SLC,PHX
312091,ATL,DCA
8994,BWI,BNA
613095,BNA,TPA
894686,ATL,HSV
321660,ATL,RIC
978048,SAV,DFW
169699,SLC,LAS
12197,BUR,SJC
529840,HNL,ITO
870099,PHX,HNL
12814,HOU,HRL
681366,BNA,PHX
393144,JAN,DFW
327237,ATL,SHV
918448,GRB,CVG
916233,GNV,ATL
433105,DEN,MSP
278057,CLT,IND
635104,SEA,RNO
155997,OMA,CVG
79944,SJC,BUR
952026,IND,SRQ
252759,MCO,IAD
416814,BNA,DCA
67307,SAT,DAL
223085,BOS,SFO
38259,TPA,RDU
251310,LAS,ORD
456432,LGA,MSN
635696,AUS,DAL
370213,BOS,ATL
495409,DFW,IAH
887844,SMF,LAX
189184,YUM,LAX
607283,ISP,LAS
836490,IAD,SEA
1025174,ORD,DTW
330871,ATL,ICT
288224,CLT,TPA
26239,DAL,HOU
733120,OAK,PHX
983221,SGF,ORD
118456,EWR,GSO
1030371,DTW,MHT
22357,BNA,DEN
135260,IAD,JAX
456623,GSO,DTW
337778,AGS,ATL
645400,SEA,OAK
717636,RDU,IAH
112018,LFT,IAH
740177,ITO,HNL
268790,PHX,OAK
1036123,CID,DTW
379081,OGG,HNL
602175,ONT,SLC
344461,GRK,ATL
507742,ORD,LAS
987502,GRR,ORD
588657,ATL,IAD
475367,MEM,CHA
609963,CMH,MCO
996820,ORD,OMA
484514,DCA,MIA
794510,BOI,SFO
150318,ORD,MBS
393304,DFW,TUL
756639,ORF,CVG
166791,ATL,PHL
306168,JAX,ATL
392068,MAF,DFW
224884,PDX,IAD
194113,ORD,IND
453749,EWR,CVG
172949,IAH,SLC
945794,PHL,FLL
148115,LIH,HNL
745900,MEM,CLT
497690,DFW,DEN
325135,ATL,DSM
968783,SPS,DFW
195551,CLD,LAX
768740,PDX,RDM
848785,PHL,LAS
247218,SFO,LAX
837880,ORD,BOS
936665,DEN,AUS
954006,ATL,PHL
442608,MSP,BWI
606564,BNA,TPA
89607,PHX,AUS
666455,LAS,MDW
26878,LAS,PHX
882830,PBI,CLT
876126,JAX,PHL
222391,DEN,IAD
403990,BUF,ORD
509575,SJU,MCO
338427,HPN,ATL
834655,ORD,SFO
508132,DFW,LAX
512592,STL,ORD
271340,SFO,LAS
573454,BOS,EWR
443202,DTW,GRR
245609,SJU,IAD
239323,DEN,IAH
175731,FAT,DEN
196562,SLC,GEG
477845,JFK,LAX
580924,BOS,EWR
32729,HRL,HOU
735873,IAD,PIT
809970,SLC,SFO
228892,ORD,SMF
969169,DFW,CLL
80668,BUR,OAK
381390,SJC,LAX
980502,DFW,TUL
569959,EWR,PBI
529640,OGG,HNL
173293,SFO,SMF
178702,SJC,LAX
699434,MCI,AUS
802992,SLC,COD
583182,EWR,DTW
727654,SBN,ORD
610262,FLL,MDW
991099,ROC,ORD
131710,LAS,SBA
1034099,DTW,MEM
1013719,LGA,DTW
1010407,BOS,DTW
517700,ORD,SLC
786275,ORD,FAR
996021,RST,ORD
396008,MLI,DFW
799737,DEN,COS
169481,SFO,SLC
909701,VLD,ATL
3774,LAX,LAS
326001,SAT,ATL
59966,PHL,MDW
156594,JFK,DCA
157230,BOS,DCA
482449,TUL,ORD
877272,HNL,PHX
219599,JFK,LAX
1086,OAK,SEA
794037,LAX,SGU
303220,EWR,SLC
426280,DTW,DCA
352148,DFW,DEN
18473,SMF,SNA
596763,ATL,LGA
470462,TYS,MEM
305039,LAS,ATL
1027654,MSP,MOT
590667,ATL,MIA
617285,HOU,OKC
266654,CLT,MCO
274621,MCO,DCA
510710,ORD,TUS
412902,ORD,SGF
185502,BWI,MKE
41117,SAN,SJC
336505,ATL,FSM
850661,EWR,CLT
326794,DTW,ATL
179227,SLC,SJC
824157,DEN,BOI
947417,CLT,MCO
885804,ISP,FLL
653998,PHX,ABQ
657139,ONT,LAS
180194,ORD,ATW
833478,IAH,DEN
891263,ATL,BDL
281757,CLT,SFO
590603,ATL,EWR
798347,CPR,SLC
713321,SLC,IAH
388671,AUS,DAL
471148,GPT,MEM
737951,GSP,ORD
394775,DFW,SGF
132035,YUM,PHX
931534,ICT,ATL
394941,DFW,LBB
755553,AUS,CVG
36114,LAS,MDW
1045087,RDU,MEM
539651,LAX,SEA
269918,PHL,BOS
141380,ATW,ORD
147876,DEN,HDN
706423,BDL,EWR
30795,OAK,SEA
266851,DFW,CLT
34525,SJC,RNO
541433,SEA,SJC
871820,BOS,PHL
984692,ORD,RST
397015,DFW,GRK
581768,TPA,CLE
971117,CAE,DFW
936913,MCI,DEN
159991,RIC,CVG
456649,FWA,DTW
801465,SLE,SLC
647917,MSY,HOU
110235,BDL,EWR
735402,PHX,LGB
980042,SHV,DFW
146480,CPR,DEN
563898,LAX,IAH
709044,IAH,DAL
157755,OMA,CVG
793987,SFO,FAT
694073,RDU,BNA
264829,PHX,EWR
50042,LAX,OAK
283048,CLT,SAN
1046395,MEM,CHS
686231,MCO,MCI
831660,DEN,OMA
970484,DAL,MCI
172207,LAX,FAT
1001816,LGA,BOS
758749,BOS,PHL
1045056,MEM,MLI
19517,DTW,MDW
253936,DEN,MIA
477051,GSO,MEM
167002,JAX,CVG
927433,ATL,FNT
499276,DFW,BOS
57615,ABQ,DAL
742213,GJT,DEN
1013782,DEN,MSP
298127,STL,HOU
692473,HRL,HOU
971220,DFW,LBB
1029149,JAX,DTW
398806,DFW,SHV
842985,ORD,FLL
212129,SLC,MCI
219718,SFO,KOA
792900,EUG,SFO
451195,RDU,MSP
975178,DFW,CID
146341,ATL,IAD
853564,PHL,BDL
593897,RSW,ATL
800129,IDA,SLC
126334,BNA,IAH
228902,ORD,IAD
791082,FWA,ORD
650846,OAK,LAS
568208,DEN,CLE
556776,JFK,BUF
70951,SJC,SNA
12227,BWI,BDL
594905,JAC,ATL
872180,DFW,PHX
256055,ORD,SJU
713041,IAH,TUS
94470,BOI,ONT
1025331,DFW,MEM
370344,FLL,PHL
139115,PWM,CLT
798930,LAX,SBA
682882,MDW,BWI
981130,DFW,MDT
325776,OKC,ATL
625662,PHX,ONT
947005,PHF,ATL
332734,DHN,ATL
433983,DCA,MSP
63580,PHX,SAN
939734,EWR,ATL
339057,ATL,LIT
754016,CVG,IAH
125836,CVG,IAH
905404,ATL,DEN
818940,LAX,BWI
723056,OMA,EWR
698522,ONT,TUS
416879,BNA,DCA
151530,BDL,JFK
400884,GRB,MQT
120734,EWR,PIT
334880,ATL,BUF
685974,LAX,MDW
754735,CMH,JFK
433583,MIA,MSP
932648,LAS,DEN
247422,PDX,SFO
483190,ORD,LGA
280718,LAS,JFK
324515,GRR,ATL
124313,MCI,CLE
970272,VPS,DFW
200560,TUS,LAX
731547,IAD,PIT
837310,IAD,LAX
572390,CLE,IAH
866076,LAX,PHX
674549,TPA,ISP
211957,DEN,SLC
114537,IAH,MLU
1013591,GRB,DTW
504146,DFW,MSY
702191,PDX,LAX
268874,PIT,CLT
811773,SEA,SFO
418365,CMH,RDU
497136,BOS,ORD
171496,SBA,SFO
1025889,RST,MSP
1029416,SJU,DTW
417018,BOS,JFK
470202,GSP,MEM
981188,DFW,BTR
286383,PHX,ONT
659155,DTW,MDW
98361,SAT,ABQ
573030,EWR,TPA
475150,RDU,MEM
915752,FAY,ATL
221777,ORD,LAX
276118,PHL,PHX
703939,CLE,DCA
868897,PHX,STL
234296,DSM,ORD
930540,MOB,ATL
123446,MCI,EWR
117893,PHX,IAH
106416,BNA,EWR
715187,CMH,EWR
45881,DAL,STL
145253,LAS,FAT
852599,PIT,PHL
343500,ATL,FSD
133686,COS,PHX
476687,IAH,MEM
436758,MSP,DTW
289753,PDX,LAS
712210,IAH,IND
311228,ATL,IAD
316827,BOS,LGA
358943,MCO,PHL
581329,TUL,IAH
490237,DFW,ORF
964732,SAN,LAX
672769,HOU,LAX
139694,ORD,ORF
895594,DFW,ATL
1045396,ATL,MEM
1009136,MSP,LAX
890982,ATL,BOS
699798,RDU,MCI
388421,AMA,DFW
97876,FAT,SAN
978269,TYS,DFW
875913,CLT,MIA
747161,FLG,PHX
158089,IAD,CVG
352328,LAX,DEN
975782,DFW,SGF
943179,RIC,ATL
363001,ATL,CHS
622645,SEA,RNO
512576,STL,ORD
879710,CLT,RSW
910116,ATL,JAN
160263,SAT,CVG
400681,ORD,LIT
218689,LAX,JFK
342892,SHV,ATL
1028079,DTW,ALB
253848,DEN,RNO
754522,STL,JFK
770246,PDX,MFR
878508,DTW,CLT
216739,TWF,SLC
808793,DEN,RAP
313745,SNA,SLC
340225,ATL,PFN
272604,SNA,LAS
929724,TLH,ATL
443550,BWI,DTW
116921,EWR,CMH
931698,MDW,DEN
863363,LAS,PHL
808877,ROA,ORD
969949,GGG,DFW
168487,BOS,DCA
732694,TEX,PHX
31624,SNA,OAK
234535,ORD,MSP
419619,JFK,DCA
99203,JAX,MSY
216312,LAX,COS
543649,PDX,BUR
204787,SJC,SBA
470932,MEM,GSP
18588,STL,TUL
596005,DCA,CVG
803232,IDA,SLC
157657,CRW,CVG
340771,ATL,CHA
73085,MDW,BWI
224676,EGE,DEN
828739,ORD,PDX
942747,ATL,PBI
622384,RDU,PHL
973639,DAL,MCI
1031893,MCI,DTW
955939,PBI,ATL
368083,SAN,ATL
16517,LAS,MDW
293175,DCA,LGA
196187,BHM,DEN
925010,ROA,ATL
606338,ABQ,DEN
114947,RIC,CLE
672724,HOU,AUS
329929,PIT,ATL
553371,OAK,IAD
772925,BFL,SLC
246239,DEN,BOS
606781,BWI,RSW
435365,MSP,DCA
260002,RDU,PHL
526240,ORD,DFW
52748,IAD,MCO
278242,DCA,LGA
914006,ROA,ATL
902055,SFO,ATL
248816,DEN,SJC
558592,SLC,LGB
456024,CMH,MSP
963061,OGG,HNL
523188,MIA,BOS
904746,BOS,MCO
885302,DAL,ABQ
903240,ATL,PBI
247931,DFW,DEN
218843,LAX,JFK
821124,ATL,DEN
753638,LGA,CMH
473245,ERI,DTW
995124,ORD,HPN
282342,PHL,RDU
689460,LAX,SJC
977212,DFW,GRK
84303,BWI,TPA
935751,DEN,MKE
508321,DFW,TUS
110515,DEN,CLE
784988,LAX,PHX
56579,PBI,BWI
956548,LGA,ATL
323688,ATL,JAN
11509,SLC,GEG
605993,SJC,BUR
778114,SMX,LAX
1014663,PDX,MSP
840629,DEN,SFO
50349,MDW,BNA
1014021,MSP,DEN
449210,MCO,FNT
887913,SNA,OAK
507560,EWR,ORD
659949,MCI,MDW
50258,MCO,FLL
247880,LAX,PDX
1035218,DTW,PIT
428776,DTW,BDL
304125,RDU,ATL
545676,PHX,SEA
646262,BUR,SMF
434331,DCA,MSP
467140,STL,MSP
838540,ATL,ORD
1046019,HSV,MEM
470711,OKC,MEM
1010330,DTW,BOS
1031722,FAR,MSP
639260,BNA,MCO
233050,SFO,SEA
243397,SFO,LAX
417330,DCA,RDU
47956,SAN,PHX
562640,PIT,JFK
607352,LAS,BUR
564146,EWR,LAX
698306,COS,SAN
363620,TPA,FNT
294596,GEG,PHX
141672,IAD,CLE
981010,DFW,DSM
123620,IAH,OMA
856028,MCI,CLT
483370,STL,ORD
24638,PHX,LAX
279928,PHX,DFW
761569,ALB,CVG
776258,SLC,MFR
37595,RNO,SEA
932159,DTW,DEN
396122,DFW,XNA
869230,CLT,BOS
840622,DEN,SFO
605730,LGA,CVG
1001154,LGA,DCA
676625,ONT,SJC
455928,MSP,FAR
346842,BNA,DEN
274492,LAS,MSP
976435,DFW,XNA
716436,EWR,IND
1011937,MEM,MSP
633753,MCI,MDW
813283,SFO,HNL
279512,ELP,PHX
6988,LAX,OAK
458176,LAN,DTW
486413,DCA,STL
821355,SAT,DEN
404288,ORD,JAN
416821,BNA,DCA
200384,SEA,LAX
659337,HOU,JAN
102840,EWR,DAY
892915,TPA,ATL
887903,SNA,LAS
519055,ORD,MCO
695907,FAT,LGB
415863,RDU,JAX
705331,IAH,BTR
659308,HOU,DAL
358510,ATL,IND
408800,DSM,ORD
531793,HNL,OGG
722456,OMA,IAH
743647,IAD,CLT
202510,RDU,MKE
5114,SAN,BNA
714503,IAH,ABQ
141909,ORD,SBN
52971,LAS,SFO
351379,MCO,DEN
99978,SLC,OKC
103591,CLE,BDL
822665,CLT,ORD
408678,CID,ORD
97435,ABQ,TUL
426711,SEA,DTW
1003251,CLT,LGA
607668,LAX,TUS
278522,LGA,BOS
592422,CLT,ATL
152689,LGA,CLT
53569,OAK,PDX
600059,CVG,LGA
649428,AUS,TPA
76204,MHT,MDW
404069,ORD,MDT
251611,ORD,LAS
594291,MCO,BOS
13439,MCI,MDW
355461,TPA,PHL
178509,MSN,ORD
54709,BNA,AUS
215062,MCI,AUS
333887,MGM,ATL
951199,DTW,ATL
503370,LAX,FLL
792018,TUS,SLC
768500,MRY,LAX
906616,BWI,ATL
504744,ORF,DFW
574646,JAX,EWR
683544,PHX,BUR
298124,STL,FLL
229636,DEN,LGA
943227,SWF,TPA
642210,SMF,SEA
142547,ORD,CWA
672318,BUR,OAK
1042122,DCA,IND
84434,DAL,LBB
966807,SJC,SNA
986969,MKE,ORD
1045734,DSM,MEM
1003070,LGA,CLE
827668,ORD,DTW
749137,PIT,CVG
788392,MLI,DEN
558386,JFK,ROC
404306,ORD,BNA
662190,BWI,BUF
820872,IAD,ORD
44412,RDU,PHL
656381,LAX,PHX
45150,TUS,LAS
982572,ORD,ROC
360278,PHL,ATL
535005,SEA,DFW
716007,IAH,SAV
272994,DCA,BOS
472298,DTW,PIT
1035821,DTW,HPN
71397,ALB,LAS
656954,OAK,ABQ
861207,PHX,EWR
472641,DTW,DAY
860842,LAX,LAS
899565,JAX,ATL
555375,MCO,BOS
931901,LAX,DEN
738154,ORD,CAE
801055,DEN,IDA
533185,SNA,HNL
522622,JFK,DFW
317701,ATL,ORF
641183,OAK,SEA
255494,LAS,DEN
357351,HPN,PBI
814590,ORD,GRR
131452,DEN,ASE
728849,ORD,MCI
533743,SFO,PDX
980387,DFW,JAN
76987,SJC,SNA
583108,BOS,EWR
557183,BUF,RSW
778652,LAX,SJC
693393,MHT,MCO
93156,PHX,PHL
298674,BWI,CLE
326620,ATL,DHN
707985,IAH,IAD
328450,PHF,ATL
851409,SLC,PHX
214455,LAX,SAT
931959,PHX,DEN
257404,SFO,PHX
928360,ATL,GTR
963574,LAX,SBP
704280,MSP,IAH
126654,IAH,BHM
153801,RDU,CVG
171156,SLC,MCI
830132,BIL,DEN
245570,SEA,SFO
433033,DEN,MSP
937828,SEA,DEN
50536,MDW,SMF
959062,TPA,ATL
294326,CLT,LGA
808115,SLC,YUM
936868,DEN,LAX
38651,BUR,PHX
717845,IAH,OKC
237264,ORD,ATL
705897,MCI,CLE
66649,OKC,HOU
889954,PHX,LIT
46112,HOU,DAL
88912,MCO,PVD
777108,ORD,MKE
27542,MDW,STL
261059,PHL,ORD
1032084,OMA,MSP
938916,ATL,PHL
960503,HNL,KOA
305623,ATL,SJC
317818,ATL,CAE
449327,DTW,MDW
884407,PHX,LAS
332341,ATL,CRW
44241,PHX,OAK
740845,IAD,JAX
80092,SMF,ONT
889961,PHX,MDW
862404,PHL,PBI
493723,STL,LGA
463270,RST,MSP
787454,ATL,HOU
455544,MSP,STL
586364,CLE,MSY
867020,CLT,SYR
114793,BNA,IAH
659209,FLL,ISP
967874,LAW,DFW
309981,CVG,DEN
781064,RDD,SFO
251263,MCO,DEN
48098,SEA,OAK
323602,CLE,ATL
544627,ANC,FAI
29238,BNA,MSY
340738,ATL,MCI
622549,SAT,DAL
1002883,LGA,CMH
381406,SJC,LAX
957418,MSP,ATL
221130,ORD,GRR
572647,EWR,IAH
840665,EGE,DEN
808986,ABE,ORD
66878,PHX,BNA
733801,MEM,CLT
1046876,GSP,MEM
827651,ORD,DTW
330556,LYH,ATL
765229,SNA,SLC
419754,DCA,BOS
622998,STL,PHX
238180,ORD,LGA
242235,ORD,LGA
28837,STL,DAL
648231,PDX,SMF
304125,RDU,ATL
897827,MCO,CVG
990936,DSM,ORD
48811,BNA,JAX
598414,ATL,PBI
534039,PSP,SFO
438542,MSP,SEA
732522,ORF,ORD
814482,ORD,PHL
644657,OKC,PHX
754657,BNA,CVG
974918,CRP,DFW
330466,LFT,ATL
20451,MCO,STL
551782,MCO,JFK
971547,DFW,LBB
499254,DFW,BOS
35224,BUR,SJC
617729,LAX,RNO
286207,PHL,LAX
667060,MDW,LAX
889225,LBB,DAL
531534,HNL,KOA
601691,JFK,MCO
1024918,DTW,ORD
67905,ABQ,DAL
371420,ATL,MCI
180421,ORD,LNK
676525,OAK,SAN
366669,MLI,ATL
989439,ORD,RIC
652821,ISP,PBI
498707,SNA,STL
559196,BOS,SEA
909303,SLC,IAD
92843,ONT,LAS
114114,IAH,COS
649704,BWI,STL
637168,MCI,LAS
229848,DEN,SEA
888796,HOU,DAL
208708,DEN,ASE
398620,DFW,GRK
540901,OAK,PDX
997588,CMH,BOS
419848,DCA,BOS
391156,GSP,DFW
145527,ROA,IAD
374874,HNL,LAS
766163,DRO,DEN
297928,SJC,PDX
685771,LAS,LBB
1011909,MSP,MEM
623860,DAL,TUL
1032136,PSP,MSP
24868,RNO,PDX
974014,DFW,FSM
860134,SFO,CLT
440915,MEM,LAX
583949,IAH,TPA
612911,AMA,DAL
249529,ORD,BWI
147512,ORD,MHT
658286,TPA,MDW
671759,SLC,PHX
767896,ASE,DEN
651068,PHL,TPA
940041,SWF,ATL
338593,ATL,CAE
302137,BWI,ISP
652201,BWI,BNA
223076,BOS,SFO
1008418,DTW,MEM
37157,PBI,BWI
886071,LAS,SLC
821264,AUS,DEN
861938,DCA,SYR
201562,SFO,BFL
81653,LAS,RNO
587446,ATL,IAH
365550,ATL,FLL
790745,SAN,LAX
566415,JAX,EWR
265096,SMF,PHX
162269,CVG,GRR
29283,BUF,MCO
946431,RDU,ATL
22050,TPA,CMH
610188,DTW,MCO
946039,ATL,MLI
427341,MEM,MSY
834218,DEN,DSM
71519,BNA,BWI
1036192,DTW,CID
199853,SBP,SFO
709823,IAH,PSP
480755,TUS,DFW
2799,BWI,IND
919581,ATL,BTR
413644,ORD,MEM
20112,LAX,BNA
276526,ATL,CLT
882271,CLT,MIA
289415,EWR,PHX
458051,DTW,HPN
166795,JFK,ORD
136926,ORD,SPI
793916,SFO,ACV
472264,DLH,DTW
760293,CHS,BOS
396353,DFW,ABI
358271,MSP,MDW
807946,SLC,SGU
347358,DEN,LAX
450736,IAH,DTW
381675,SBP,LAX
329423,ATL,RDU
803341,SLC,OAK
158820,CLT,LGA
575788,TUS,IAH
110065,IAH,BNA
181252,SMX,LAX
669439,DEN,SLC
562309,FLL,BOS
1024617,DTW,DEN
126418,CLE,ORD
812154,DEN,HNL
209103,SEA,SLC
594367,CVG,LAX
826482,BOS,ORD
5961,BHM,SDF
352869,SLC,DEN
17454,OAK,TUS
258475,PHX,DTW
75720,LAS,SLC
277658,PHX,SNA
117364,EWR,ORD
280493,CLT,RSW
717833,BHM,EWR
78616,LBB,ABQ
829449,DCA,ORD
860155,SJC,PHX
702126,GEG,LAX
1011408,DTW,MCO
120570,CLE,BNA
441792,IND,DTW
1001797,LGA,CVG
427654,DTW,MEM
890661,DCA,LGA
491014,TUS,ORD
147281,GSO,IAD
87168,TUL,LAS
468738,MEM,HSV
556390,LGB,BOS
481563,DFW,BDL
670801,OAK,SAN
305243,ATL,ORD
168129,FSD,CVG
412048,ORD,CHA
234359,SFO,SLC
813618,DEN,LAX
247675,BUR,SFO
558301,JFK,BUF
242563,ORD,LGA
858592,PBI,CLT
713561,MFE,IAH
467517,MEM,HSV
415808,CVG,MIA
147932,FLG,PHX
69045,LAS,ABQ
643971,LAX,TUS
99708,SLC,DEN
303709,BOS,CVG
889357,MCO,MDW
862159,LGA,BOS
831383,SEA,DEN
468570,MEM,PNS
68833,HOU,DAL
532658,HNL,LIH
118875,CLE,MHT
604171,HOU,ATL
628044,MSY,HOU
50076,LAX,SJC
267336,PHL,RDU
814348,LAX,ORD
208251,MSN,ORD
773974,DEN,FCA
320189,PHL,SLC
704781,ICT,IAH
1027667,MOT,MSP
812483,JFK,LAX
265403,CLT,MYR
1031228,DCA,MSP
164809,SAT,CVG
356065,MSY,ATL
575707,ORD,IAH
690857,SAT,LAS
707747,TUL,IAH
740355,PHX,COS
435455,MSP,SLC
196076,COS,DEN
492671,LGA,DFW
857091,DFW,CLT
151711,BOS,DCA
389696,MAF,DFW
805302,SBA,SJC
540474,SEA,SAN
273031,DCA,LGA
932522,LAX,DEN
1014546,MCO,MSP
780917,SLC,STL
84846,IND,MCI
717384,DAY,EWR
572200,TPA,CLE
39382,IND,LAS
264690,PHL,CLT
208971,SLC,PIH
126338,EWR,GRR
574422,LAS,IAH
526956,ORD,DFW
1026608,MEM,CMH
965582,LAX,XNA
372689,ATL,EWR
117141,IAH,PHX
597691,CHS,ATL
580041,MIA,IAH
820503,DEN,BOS
844768,DEN,RNO
612101,RNO,MDW
391101,AMA,DFW
101255,LAX,TUS
74700,TPA,PHL
615939,SLC,SEA
543519,ANC,SEA
741895,RAP,DEN
1011578,MSP,TPA
839370,DFW,DEN
437558,MSP,LAS
721404,EWR,CLT
807487,ONT,SFO
136821,MCI,IAD
282005,LAS,PHL
1022733,DTW,RSW
16632,LAS,SJC
554391,MCO,SYR
207602,SLC,GTF
735163,IAD,ROA
815468,BOS,LAX
682395,LAS,PDX
505435,DFW,STL
130123,IAD,CLE
379202,SAN,LAX
1006073,MSP,EWR
480907,LGA,ORD
555496,SEA,BOS
438666,DEN,MEM
458676,CLE,DTW
983285,JFK,BWI
245282,SFO,SAN
287029,DCA,JAX
61636,DAL,ABQ
1017134,DTW,MSP
982771,ORD,MLI
217975,DEN,BIS
289196,CLT,LGA
787674,SBA,SFO
21718,SJC,LAS
165649,DSM,CVG
459346,DTW,RST
303063,SLC,ORD
207337,MKE,RDU
209355,LAX,SAN
965978,SJC,SNA
456587,DTW,GSO
717030,EWR,RIC
301119,SAT,DAL
811513,JFK,SFO
845809,IAD,MCO
734873,CAE,ORD
924923,MEM,ATL
841733,RIC,ORD
606743,BWI,MHT
249611,DEN,AUS
444291,IND,DTW
660587,ONT,OAK
12952,ISP,MDW
149661,PHX,DRO
535839,PDX,PSP
847068,DEN,PHX
728393,CHS,IAD
135529,PHX,PSP
1021002,DTW,PIT
480691,STL,SNA
964912,LAX,MRY
1012258,DTW,ATL
971360,DFW,MOB
679878,OMA,LAS
413827,HPN,ORD
1024813,MSP,COS
62458,LAX,MCI
858787,PHX,OMA
446388,MSP,BOI
343305,CAE,ATL
935208,STL,DEN
505131,MIA,DTW
907831,ATL,SEA
17809,PHX,PDX
12040,BNA,BWI
477811,LAX,JFK
575198,HNL,IAH
910825,CAK,ATL
242334,LAX,JFK
850849,LAX,PHX
860168,SJU,PHL
881771,PHX,PHL
454558,HOU,ATL
853643,PHL,PBI
415990,CMH,BOS
188207,DEN,COS
399001,GPT,DFW
840015,DEN,DTW
209532,SEA,GEG
1036740,DTW,AVL
250915,DEN,PHX
981065,DFW,LIT
834161,LAX,SFO
911085,ATL,GSP
624813,MCO,ISP
833009,DEN,SAT
1003065,LGA,CLE
423733,MSP,SNA
64023,SJC,BUR
269805,MIA,CLT
488900,FLL,LGA
732933,GSP,IAD
874836,DFW,CLT
135665,ATL,CLT
426308,DCA,DTW
878529,FLL,CLT
172223,OAK,LAX
773691,DEN,RAP
48107,SEA,SJC
5677,STL,TPA
202786,SLC,SFO
1014094,MSP,DEN
51553,SFO,LAS
156083,RDU,BOS
776567,LAX,SMX
509037,ORD,DEN
555832,JFK,ROC
660991,PVD,FLL
787838,SEA,PDX
766758,SLC,TWF
429099,MKE,MSP
483858,STT,JFK
231966,DEN,SAN
444839,MSP,BIL
28455,SAT,ELP
867856,TPA,PHX
682879,MDW,BWI
47119,MDW,TPA
747945,SYR,JFK
354928,ATL,RIC
235734,DEN,OKC
874741,CMH,PHX
374533,HNL,LAX
493237,AUS,LAX
779284,SLC,RDM
521868,SFO,DFW
359806,ATL,DFW
90699,ALB,MCO
236914,SAN,ORD
546517,JFK,CMH
1014245,MIA,MSP
646961,IAD,MCO
471538,GRB,DTW
413569,ORD,BUF
110274,EWR,BUF
36379,LAX,STL
236066,ORD,MSP
19865,LAS,ABQ
68072,BHM,MSY
764026,MDW,ATL
43987,ONT,SJC
553390,PBI,EWR
744279,EGE,DEN
882395,DCA,CLT
449272,SYR,DTW
753403,CVG,MKE
840761,ORD,MHT
923603,LIT,ATL
154348,LGA,CHS
487967,ORD,DCA
952265,ROC,TPA
516120,ORD,IAH
531595,KOA,HNL
587346,IAH,LGA
66459,MHT,TPA
465875,MSP,LNK
795975,ORD,AZO
9509,HOU,ELP
347984,SAN,DEN
90854,BNA,MCI
544325,KTN,SIT
939533,ATL,MCO
311290,JFK,MIA
795661,SFO,SMF
132544,ORD,GSO
501043,PHL,DFW
194202,ORD,FAR
936460,SAT,DEN
641903,SAT,LAS
1017585,DTW,MSP
576240,IAH,EGE
401901,ORD,MQT
400104,ORD,OMA
983611,ORD,MEM
581730,IAH,MCO
195499,SMF,ACV
1023702,MSN,DTW
510188,DFW,ABQ
646139,BNA,MDW
840172,LAX,DEN
778328,DEN,LNK
947762,RIC,ATL
425837,HNL,SFO
693365,MDW,STL
39188,FLL,TPA
536884,LAX,SFO
908120,GSO,ATL
453945,CVG,DAY
254150,IAD,MCO
988510,ORD,TYS
652432,DAL,LBB
972201,AUS,DAL
440533,MCO,MEM
575464,FLL,IAH
863250,DTW,PHX
527132,DFW,ORD
841557,DEN,AUS
611354,MDW,TPA
631691,SDF,STL
964902,LAX,MRY
297452,PHX,LAS
568809,CLE,PBI
171031,SJC,SLC
588721,ATL,ORF
53709,PDX,PHX
413867,ORD,TOL
591574,LGA,FLL
584867,MIA,EWR
824626,ORD,ROC
